case_id,battery_id,source_record_id,manufacturer,model_name,canonical_model,vehicle_year,mileage_km,capacity_kwh,chemistry,battery_count,current_year,inspection_date,origin_type,origin_name,origin_region,origin_latitude,origin_longitude,flooded,leakage,overheated,swelling,impact,data_source,capacity_source,chemistry_source,location_source,is_demo,expected_grade,expected_recommended_path,expected_required_diagnostic_capability,expected_collection_route,expected_data_confidence,expected_soh_proxy_score,expected_reuse_score,expected_recycle_score
CASE_000059,BAT_000059,TS_039754,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2023,20876,58.8,NCM,1,2026,2024-04-30,scrapyard,광주전남폐차장,전남,35.129987,126.937315,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,87.2,83.4,65.6
CASE_000060,BAT_000060,TS_025175,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2023,13851,58.8,NCM,3,2026,2024-03-14,scrapyard,부산권역폐차장,부산,35.169542,128.995821,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,88.5,84.4,65.3
CASE_000061,BAT_000061,TS_125533,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2022,40032,58.8,NCM,1,2026,2024-10-17,scrapyard,대전권역폐차장,대전,36.319665,127.364915,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,80.8,78.6,66.8
CASE_000062,BAT_000062,TS_049034,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2021,17188,58.8,NCM,1,2026,2024-05-22,scrapyard,광주전남폐차장,전남,35.147806,126.868878,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,81.9,79.4,66.6
CASE_000063,BAT_000063,TS_071391,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2022,17323,58.8,NCM,1,2026,2024-07-05,scrapyard,충남중부폐차장,충남,36.847157,127.059266,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,84.9,81.7,66.0
CASE_000064,BAT_000064,TS_047780,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2023,19007,58.8,NCM,1,2026,2024-05-20,scrapyard,대전권역폐차장,대전,36.303976,127.374094,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,87.6,83.7,65.5
CASE_000065,BAT_000065,TS_087481,현대자동차(주),포터Ⅱ 일렉트릭 내장탑(PORTERⅡ ELECTRI,Porter II Electric,2023,13417,58.8,NCM,1,2026,2024-08-05,scrapyard,충남중부폐차장,충남,36.816172,127.117382,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,88.6,84.4,65.3
CASE_000066,BAT_000066,TS_061511,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2022,29928,58.8,NCM,1,2026,2024-06-18,scrapyard,충남중부폐차장,충남,36.798154,127.110886,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,82.6,79.9,66.5
CASE_000067,BAT_000067,TS_074342,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2022,9240,58.8,NCM,1,2026,2024-07-11,scrapyard,대전권역폐차장,대전,36.338931,127.412178,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,86.3,82.7,65.7
CASE_000068,BAT_000068,TS_104206,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2022,48204,58.8,NCM,1,2026,2024-09-05,scrapyard,충남중부폐차장,충남,36.850197,127.125963,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,79.3,77.5,67.1
CASE_000069,BAT_000069,TS_160878,현대자동차(주),아이오닉6 (IONIQ6),Ioniq 6,2023,43628,77.4,NCM,1,2026,2024-12-12,scrapyard,인천권역폐차장,인천,37.475134,126.728591,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,83.1,82.6,73.1
CASE_000070,BAT_000070,TS_075249,기아 주식회사,EV6,EV6,2022,25308,77.4,NCM,1,2026,2024-07-12,scrapyard,대구경북폐차장,경북,36.166309,128.320507,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,83.4,82.8,73.1
CASE_000071,BAT_000071,TS_014906,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2022,38108,58.8,NCM,1,2026,2024-02-20,scrapyard,광주전남폐차장,전남,35.154092,126.884024,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,81.1,78.8,66.8
CASE_000072,BAT_000072,TS_090929,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2023,12964,58.8,NCM,3,2026,2024-08-12,scrapyard,경기남부폐차장,경기,37.239242,127.085613,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,88.7,84.5,65.3
CASE_000073,BAT_000073,TS_023898,기아 주식회사,EV6,EV6,2022,72490,77.4,NCM,1,2026,2024-03-11,scrapyard,대구경북폐차장,경북,36.111665,128.310645,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,75.0,76.5,74.8
CASE_000074,BAT_000074,TS_098379,기아 주식회사,니로 EV,Niro EV,2022,32164,64.0,NCM,1,2026,2024-08-26,scrapyard,인천권역폐차장,인천,37.464787,126.674131,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,82.2,81.9,73.3
CASE_000075,BAT_000075,TS_075503,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2021,31748,58.8,NCM,1,2026,2024-07-13,scrapyard,부산권역폐차장,부산,35.21838,129.027352,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,NCM 전용 수거 루트,1.0,79.3,77.5,67.1
CASE_000076,BAT_000076,SYN_LFP_0012,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2022,88277,60.0,LFP,2,2026,2024-05-07,scrapyard,대구경북폐차장,경북,36.081546,128.337903,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,72.1,74.8,64.8
CASE_000077,BAT_000077,SYN_LFP_0017,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2019,91784,60.0,LFP,1,2026,2024-10-22,scrapyard,충남중부폐차장,충남,36.818267,127.163034,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,62.5,67.6,66.8
CASE_000078,BAT_000078,TS_033259,(주)일진정공,일진무시동전기냉동탑차,UNKNOWN,2022,51257,,UNKNOWN,1,2026,2024-04-17,scrapyard,경기남부폐차장,경기,37.271588,127.013111,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,unmapped,unmapped,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,화학계 확인 필요 루트,0.6,78.8,72.6,44.2
CASE_000079,BAT_000079,TS_067523,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2020,60678,64.0,NCM,1,2026,2024-06-28,scrapyard,대구경북폐차장,경북,36.207612,128.395527,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,71.1,73.6,75.5
CASE_000080,BAT_000080,SYN_LFP_0014,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2020,58770,70.0,LFP,1,2026,2024-09-10,scrapyard,부산권역폐차장,부산,35.27789,128.985202,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,71.4,74.3,65.0
CASE_000081,BAT_000081,SYN_LFP_0013,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2022,96761,64.0,LFP,1,2026,2024-10-21,scrapyard,대전권역폐차장,대전,36.320536,127.393538,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,70.6,73.7,65.1
CASE_000082,BAT_000082,TS_051074,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,95239,64.0,NCM,1,2026,2024-05-28,scrapyard,대구경북폐차장,경북,36.109442,128.399365,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,61.9,66.7,77.4
CASE_000083,BAT_000083,SYN_LFP_0011,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2022,131708,55.0,LFP,1,2026,2024-08-28,scrapyard,경기남부폐차장,경기,37.21238,127.015938,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,64.3,66.7,59.6
CASE_000084,BAT_000084,SYN_LFP_0016,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2021,53646,55.0,LFP,1,2026,2024-09-10,scrapyard,광주전남폐차장,전남,35.138825,126.819661,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,LFP 전용 수거 루트,1.0,75.3,75.0,57.4
CASE_000085,BAT_000085,TS_049003,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2022,122588,72.6,NCM,1,2026,2024-05-22,scrapyard,부산권역폐차장,부산,35.223246,128.9649,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,65.9,69.7,76.6
CASE_000086,BAT_000086,TS_111410,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2021,155073,58.8,NCM,1,2026,2024-09-23,scrapyard,부산권역폐차장,부산,35.254405,128.996432,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,60.0,63.0,71.0
CASE_000087,BAT_000087,SYN_LFP_0015,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2020,94896,77.0,LFP,1,2026,2024-11-07,scrapyard,인천권역폐차장,인천,37.430782,126.650398,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,64.9,69.4,66.3
CASE_000088,BAT_000088,TS_027541,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2022,75330,58.8,NCM,2,2026,2024-03-25,scrapyard,충남중부폐차장,충남,36.792205,127.136211,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,74.4,73.8,68.1
CASE_000089,BAT_000089,TS_030752,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,66682,28.0,NCM,1,2026,2024-04-04,scrapyard,광주전남폐차장,전남,35.084345,126.833743,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,64.0,63.8,63.5
CASE_000090,BAT_000090,TS_100856,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2021,53604,58.8,NCM,1,2026,2024-08-30,scrapyard,광주전남폐차장,전남,35.153807,126.892773,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,75.4,74.6,67.9
CASE_000091,BAT_000091,TS_135392,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2019,10402,28.0,NCM,1,2026,2024-10-31,scrapyard,대구경북폐차장,경북,36.082315,128.260801,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,77.1,73.6,60.8
CASE_000092,BAT_000092,TS_070928,기아 주식회사,니로 EV,Niro EV,2022,215088,64.0,NCM,1,2026,2024-07-05,scrapyard,광주전남폐차장,전남,35.14097,126.82507,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000093,BAT_000093,TS_145411,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,61913,28.0,NCM,1,2026,2024-11-15,scrapyard,광주전남폐차장,전남,35.12881,126.793574,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.9,63.7,63.5
CASE_000094,BAT_000094,TS_063469,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2022,140198,72.6,NCM,1,2026,2024-06-21,scrapyard,충남중부폐차장,충남,36.811801,127.084982,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000095,BAT_000095,TS_062320,기아 주식회사,EV6,EV6,2022,109720,77.4,NCM,3,2026,2024-06-19,scrapyard,대전권역폐차장,대전,36.28888,127.393168,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,68.3,71.5,76.1
CASE_000096,BAT_000096,TS_095185,기아 주식회사,니로 EV,Niro EV,2019,86963,64.0,NCM,1,2026,2024-08-20,scrapyard,충남중부폐차장,충남,36.763753,127.107627,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.3,67.7,77.1
CASE_000097,BAT_000097,SYN_LFP_0018,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2022,93508,64.0,LFP,1,2026,2024-10-15,scrapyard,경기남부폐차장,경기,37.338124,127.019732,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,71.2,74.2,65.0
CASE_000098,BAT_000098,TS_167092,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2021,69253,58.8,NCM,1,2026,2024-12-26,scrapyard,부산권역폐차장,부산,35.16714,128.975029,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,72.5,72.4,68.5
CASE_000099,BAT_000099,TS_089702,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,102976,64.0,NCM,1,2026,2024-08-08,scrapyard,부산권역폐차장,부산,35.173813,128.987719,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,60.5,65.6,77.7
CASE_000100,BAT_000100,TS_104290,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2020,66209,64.0,NCM,1,2026,2024-09-05,scrapyard,인천권역폐차장,인천,37.520592,126.669901,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,70.1,72.8,75.7
CASE_000101,BAT_000101,TS_026632,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2020,102710,58.8,NCM,1,2026,2024-03-20,scrapyard,광주전남폐차장,전남,35.261177,126.87734,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.5,65.6,70.3
CASE_000102,BAT_000102,SYN_LFP_0019,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2019,191100,70.0,LFP,1,2026,2024-09-30,scrapyard,경기남부폐차장,경기,37.222595,127.051793,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,54.0,61.2,68.5
CASE_000103,BAT_000103,TS_070597,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2022,72190,58.8,NCM,1,2026,2024-07-04,scrapyard,광주전남폐차장,전남,35.146611,126.866076,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,75.0,74.2,68.0
CASE_000104,BAT_000104,TS_063528,기아 주식회사,쏘울 EV,Soul EV,2018,76302,30.0,NCM,1,2026,2024-06-21,scrapyard,인천권역폐차장,인천,37.468254,126.724679,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,62.3,62.5,63.8
CASE_000105,BAT_000105,TS_107327,현대자동차(주),아이오닉6 (IONIQ6),Ioniq 6,2023,103213,77.4,NCM,2,2026,2024-09-11,scrapyard,광주전남폐차장,전남,35.220004,126.862975,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,72.4,74.6,75.3
CASE_000106,BAT_000106,TS_126727,현대자동차(주),아이오닉6 (IONIQ6),Ioniq 6,2023,141568,77.4,NCM,1,2026,2024-10-18,scrapyard,광주전남폐차장,전남,35.12496,126.923828,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,66.0,69.8,76.5
CASE_000107,BAT_000107,TS_123283,기아 주식회사,봉고Ⅲ EV 파워게이트,Bongo III EV,2021,248617,58.8,NCM,1,2026,2024-10-14,scrapyard,광주전남폐차장,전남,35.150915,126.849552,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,60.0,63.0,71.0
CASE_000108,BAT_000108,TS_166168,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2022,226313,72.6,NCM,1,2026,2024-12-23,scrapyard,부산권역폐차장,부산,35.239407,128.969852,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000109,BAT_000109,TS_086109,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2021,52184,58.8,NCM,1,2026,2024-08-02,scrapyard,대구경북폐차장,경북,36.134717,128.318227,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,75.6,74.7,67.9
CASE_000110,BAT_000110,TS_072209,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2019,89978,28.0,NCM,1,2026,2024-07-08,scrapyard,부산권역폐차장,부산,35.199035,128.944471,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,62.8,62.8,63.7
CASE_000111,BAT_000111,SYN_LFP_0020,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2022,139097,77.0,LFP,1,2026,2024-11-13,scrapyard,경기남부폐차장,경기,37.258916,126.985043,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,63.0,68.0,66.7
CASE_000112,BAT_000112,TS_080500,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2023,136430,72.6,NCM,1,2026,2024-07-23,scrapyard,광주전남폐차장,전남,35.111379,126.821492,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,66.4,70.1,76.5
CASE_000113,BAT_000113,TS_072382,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2022,155863,72.6,NCM,1,2026,2024-07-08,scrapyard,대구경북폐차장,경북,36.111164,128.342126,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000114,BAT_000114,TS_141992,기아 주식회사,봉고Ⅲ EV 윙바디,Bongo III EV,2021,84155,58.8,NCM,2,2026,2024-11-11,scrapyard,대구경북폐차장,경북,36.110176,128.3563,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,69.9,70.4,69.0
CASE_000115,BAT_000115,TS_046215,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2020,70035,64.0,NCM,1,2026,2024-05-16,scrapyard,대구경북폐차장,경북,36.127626,128.34639,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,69.4,72.3,75.9
